,absmeansecder,amp,autocorrcoef,coeffvar,diff_asymm,flatmean,flatrat,g_asymm,kurt,len_nmax,len_nmin,longtermtrend,mad,magratio,mautocorrcoef,maxslope,maxvars,maxvarsr,mbp,meanabsslope,meanmedrat,meannslope,meanpslope,mid20,mid35,mid50,mid65,mid80,minslope,naiveperiod,normamp,num_nsdspikes,num_nspikes,num_pm,num_psdspikes,num_pspikes,num_zcross,numnegoutliers,numout1s,numoutliers,numposoutliers,oeratio,percentamp,periodicity,periodicityr,pstrend,ptpslopes,rough_g_asymm,roundmean,roundrat,sautocorrcoef,skews,skewslope,stdratio,stds,tflatmean,troundmean,varabsslope,varslope,varss
kplr002859567-2011271113734_llc.fits,-2.07626137194e-07,1.00000071526,-0.265214025974,5.33918020906e-10,2.31066496781e-05,2.3106666049e-05,12.0,12.0,0.0,1310.0,2.526563538,1.49607658386e-05,0.00196022890536,-0.00194623476668,0.000655498262833,-0.000647075082286,-1.01301731557,0.0,8.42318054662e-06,0.304836484066,2.96641948573e-07,7.22704336645e-07,0.00065273646042,0.0529471256222,18.0,108.0,3.0,8.0,1.04772625766,0.0,1139.0,1392.0,236.0,230.0,0.627797103707,3.40455107193e-05,0.400317874056,69.1080932665,0.394934159464,1.96203782252e-05,0.00382900703698,0.999996781349,0.000105023384094,0.000105023308976,0.0,0.155770782889,0.268765133172,0.409200968523,0.564971751412,0.770782889427,8.63075256348e-05,0.821793416572,-0.406060736916,0.702836532043,0.000195256229779,0.000211694057464,-0.00116672535994,0.000453219304059,-2.57430641081,0.92235101976
kplr002987660-2011271113734_llc.fits,4.1702598502e-06,1.00005161762,0.023822337389,1.92097177205e-05,0.00438266294077,0.00438288925216,0.0,0.0,0.0,1493.0,-0.391385513666,0.00308871269226,0.759456339408,-0.76530843468,0.282777419173,-0.276282736562,-1.02350737759,0.0,0.00649468261031,0.0193016975568,0.0396813643658,0.117799497701,0.279496434241,22.2510884463,7.0,172.0,0.0,0.0,1.0185472933,0.0,2677.0,1363.0,187.0,189.0,0.0402017060034,0.00537967603561,0.397358468323,60.0049315921,0.499853785734,0.00215396936983,0.324451118708,1.00026249886,0.0193725466728,0.0193715467596,0.0,0.166731924049,0.290170589666,0.42715833639,0.588719402874,0.798997646613,0.0135228633881,0.698042627872,-0.334654118706,-0.293947262806,0.0456268570804,0.0361170454005,2.99137134944,-3.06917613479,-0.974649618681,1.26330536107
kplr003629496-2011271113734_llc.fits,-2.89830544493e-06,1.00005996227,-0.00361955910921,8.17130421638e-06,0.00285837799311,0.00285854935646,0.0,0.0,0.0,1792.0,-1.08709572676,0.00246095657349,0.0798810043074,-0.0779753649684,0.0373121985475,-0.0356116242589,-1.04775334807,0.0,0.00170057428862,0.0691661667934,0.000442276860944,0.00176995477213,0.0364377816329,0.586866335595,0.0,243.0,5.0,16.0,1.05605312487,0.0,430.0,230.0,217.0,215.0,0.577263498607,0.00179175822496,0.202367771967,14.5816261697,0.43222480394,0.00103198969737,0.182192698121,0.999975979328,0.010723221302,0.0107225783519,0.0,0.248213994676,0.413816754496,0.56021486391,0.703619546911,0.855747813332,0.00640106201172,0.596934618006,0.933844833994,0.953208110564,0.0796914226969,0.0731234021235,-0.849416506875,0.85730564413,-0.99079775421,1.08982104747
kplr003733346-2011271113734_llc.fits,-6.56822472194e-05,1.0924025774,0.860411524773,0.0588735416532,0.222114726901,0.242638707161,0.0,0.0,0.0,1231.0,-0.458329410511,0.1163880229,14.4448935206,-4.34867368693,5.68085813074,-1.6163870162,-3.51454080849,0.0,4.06447111454,2.2798645522,10.0449572696,16.3764519369,2.51624627422,60.5802251324,0.0,381.0,0.0,7.0,4.91775569733,0.0,270.0,272.0,136.0,136.0,0.0560840192578,0.0401083249595,0.128766573903,4.74668670673,0.689592804605,0.0418573990464,1.68046700954,1.00343775749,0.845612430573,0.774084983015,0.0,0.213281305359,0.329587534468,0.456393271615,0.590287002745,0.814956774888,0.666833519936,0.788580555142,0.781038607689,0.939618263583,10.291995405,9.53833265048,-8.47106059176,-37.2078344061,0.227668735012,1.07901409839
kplr004947528-2011271113734_llc.fits,3.7725003396e-05,0.989266395569,-0.424696862698,0.00322233140469,0.0573814921081,0.0567655824125,0.0,0.0,0.0,1746.0,-0.924275197386,0.0450066328049,2.87294222662,-2.79389543703,1.30000202145,-1.29866311457,-1.00103098861,1.0,0.00133890687704,0.0115586089121,0.49694271206,2.18513031055,1.29933709134,34.8501622067,0.0,303.0,0.0,0.0,1.02323393687,0.0,740.0,369.0,342.0,357.0,-0.481836077311,0.0568150161928,0.367773487881,55.928040414,0.273248993577,0.0102329654619,2.73573732376,0.985538542271,0.207064580917,0.209311245024,0.0,0.206587367692,0.387752509557,0.540776109799,0.678925036677,0.821808303791,0.10160946846,0.490713901962,0.801805918916,0.852248383921,2.71263977585,2.95271117353,-0.49734854822,-0.00430480539182,115.533340756,0.918694588272
kplr004949770-2011271113734_llc.fits,-1.97500173608e-05,0.998800992966,-0.311934888363,0.00192988640629,0.0439832061529,0.0439304709435,0.0,0.0,0.0,1704.0,-0.961625384623,0.0340058803558,0.814671880575,-0.790222542014,0.306820248846,-0.302826186412,-1.01318929014,0.0,0.00399406243397,0.0290587732417,0.0349969635403,0.127894314367,0.304797130284,3.37540970564,16.0,144.0,24.0,1.0,1.01189254687,0.0,235.0,123.0,118.0,118.0,0.414752171772,0.0018069392691,0.12809163809,4.58517212784,0.795344944757,0.00141866970807,0.136113867164,1.01760733128,0.145772004128,0.145946995602,0.0,0.216164733621,0.380333671473,0.51153202659,0.613183682912,0.927167695073,0.0620859861374,0.425911590562,0.959853037948,0.985586444334,0.45539701038,0.394095370148,-6.72498611642,7.7750556907,-0.864943787407,1.15555026746
kplr005077994-2011271113734_llc.fits,-0.000205899998057,0.974828600883,-0.877088904381,0.00659314775839,0.0832948461175,0.0811982005835,0.0,0.0,0.0,1376.0,-0.302089428971,0.039484500885,4.15244607744,-4.32649728294,1.36807321115,-1.39573740941,-0.980179510797,1.0,-0.0276641982531,-0.0354716563881,1.85172967277,3.76095848091,1.3817495434,45.6016994624,0.0,106.0,0.0,0.0,0.981386144857,0.0,529.0,265.0,252.0,265.0,-0.827897626656,0.132567762309,0.302709688476,34.6713513599,0.371465224342,0.0280181244016,5.97517251968,0.994926869869,0.305034995079,0.312911413147,0.0,0.0972760363594,0.199936482405,0.378131748605,0.631203196755,0.846259096922,0.099813580513,0.327220096459,0.71884621549,0.876418421998,1.2921484846,4.2293858546,-41.7721287874,7.9498375631,-5.25446318315,0.305516812375
kplr005120793-2011271113734_llc.fits,5.22776909223e-07,0.999991834164,-0.193285524845,1.92986320258e-08,0.000138920644531,0.000138919509482,1.0,0.0,1.0,1373.0,0.270658546994,8.98838043213e-05,0.0170253117688,-0.01744564741,0.00604247480506,-0.00575637154579,-1.04970201402,0.0,0.000286103259268,-0.0445496374852,2.0282965127e-05,5.50756887382e-05,0.00589853650134,0.467012931802,15.0,147.0,0.0,1.0,0.977799840713,0.0,1632.0,1338.0,231.0,299.0,0.395904869837,0.000197916471941,0.447558421643,74.0407500629,0.40565413819,8.76169797266e-05,0.0153992641717,0.99999833107,0.000662136077881,0.00066214148482,0.0,0.139819587629,0.258556701031,0.388659793814,0.549793814433,0.773582474227,0.000688672065735,1.04007633588,-0.324927809366,0.395950134489,0.00329283742521,0.00418504169123,0.00397809253922,-0.00664923691453,-0.598278056618,0.786811140282
kplr005211385-2011271113734_llc.fits,1.22562446945e-05,1.00053715706,-0.0882397219539,0.000493258645292,0.0221975035965,0.0222094263881,0.0,0.0,0.0,1824.0,-1.26770993514,0.0196095705032,0.273562745402,-0.270759483638,0.149459733878,-0.149426895469,-1.00021976237,1.0,3.2838408949e-05,0.00405988957235,0.00533076701993,0.0276640710509,0.149443314674,1.31097522152,0.0,429.0,1.0,4.0,1.00507674868,0.0,221.0,118.0,112.0,111.0,0.0504685102936,0.00231746811339,0.136734705864,4.19165331649,0.841281611265,0.00457083480433,0.162138387561,0.9940751791,0.072042453289,0.0720037759525,0.0,0.264677598345,0.444132706802,0.596642047914,0.714238594765,0.906376459783,0.0388715267181,0.539564172838,0.97798453329,0.987786985367,0.205991967448,0.188118435975,-3.19226791471,2.75422161093,-1.15904540944,1.09501212031
kplr005215999-2011271113734_llc.fits,9.46240707237e-06,0.992401778698,-0.962260067463,0.00083731347695,0.0291579179466,0.0289363693446,0.0,0.0,0.0,1325.0,0.12824454722,0.0180442333221,0.425692089624,-0.443087378407,0.133955050522,-0.135425408198,-0.989142674956,1.0,-0.00147035767603,-0.126778789823,0.0114893102918,0.0296286044147,0.134683274966,1.84544801011,19.0,223.0,6.0,9.0,0.923758076119,0.0,143.0,118.0,75.0,75.0,0.0581059235284,0.00636582081938,0.0769840791348,2.556914162,1.25916245436,0.00913796015084,0.34887483716,1.03908789158,0.113112080097,0.113978111008,0.0,0.136035555143,0.268687337542,0.418333593918,0.57340473352,0.733526369535,0.0324150323868,0.286574452162,0.953642053007,0.992329528444,0.0814776819117,0.340341856095,-1.19141430334,4.81481617937,-0.24744751595,0.239399534476
kplr005218441-2011271113734_llc.fits,-8.27649040499e-07,0.999786674976,-3.00391435623,1.46820502778e-06,0.00121195369866,0.00121169514023,101.0,101.0,0.0,384.0,9.96961112706,0.000353574752808,0.089666249313,-0.0856872253354,0.0245499005999,-0.0243430579192,-1.0084969884,1.0,0.000206842680667,-0.00731705116822,0.000468114553454,0.00106600340371,0.0244520085164,1.9608085726,45.0,107.0,1.0,2.0,1.00211032825,0.0,1345.0,1429.0,206.0,179.0,0.173010465303,0.00110284930133,0.486991248246,73.8475357817,0.45482618031,0.000469392747618,0.0719646736979,1.00017821789,0.00683424472809,0.00683570295458,0.0,0.0703678951572,0.131927170777,0.19328758415,0.280190386151,0.413274870006,0.00325071811676,0.475651406424,-0.255848166876,0.844848836655,0.013836754123,0.0156355801243,-0.0410320176599,0.0350299724606,-1.17134027742,0.884953037429
kplr005299596-2011271113734_llc.fits,-3.78241689424e-05,1.0347815752,0.425281584263,0.029173405841,0.165061146021,0.170802235603,0.0,0.0,0.0,1665.0,-1.00026150069,0.126067876816,10.4489559971,-2.75768791799,5.31522111059,-1.36596648923,-3.89117972696,0.0,3.94925462136,1.96554544775,4.7597620965,9.49591229919,2.17627526402,53.3146608117,0.0,704.0,0.0,0.0,4.80694597538,0.0,351.0,179.0,175.0,177.0,0.333478605444,0.0150430439269,0.207697876335,7.73080965406,0.535740233408,0.00700748944655,0.840596079826,0.999849975109,0.577304625511,0.55789998522,0.0,0.218214873846,0.362323734388,0.497603211265,0.664221579701,0.879126474548,0.378886222839,0.65630207363,0.767716031688,0.929142870784,7.00163889923,6.77397205243,-9.1060398692,-17.6618799683,0.515575911826,1.03360906202
kplr005356349-2011271113734_llc.fits,-2.56354072001e-08,0.999990463257,-0.161158397794,1.01369366234e-07,0.000318388600135,0.000318385573337,0.0,0.0,0.0,1425.0,-0.0241612593499,0.000218570232391,0.0367306146295,-0.0383288287886,0.012941985929,-0.0131013969714,-0.987832515665,1.0,-0.000159411042421,-0.0675837432902,9.5917437685e-05,0.000265472092511,0.0130213324164,0.966681583102,14.0,156.0,0.0,0.0,0.955555717751,0.0,1535.0,1210.0,220.0,227.0,0.0622861957345,0.000409166028705,0.346403635886,50.1236329779,0.42527969652,0.000150512918481,0.0256091374904,1.00000417233,0.00146647691727,0.00146649090281,0.0,0.160671325467,0.287604536602,0.419864818421,0.579264520564,0.783308511857,0.00101566314697,0.692587203395,-0.152079673909,0.445488501052,0.00963291978013,0.0099853675039,-0.115208358598,0.0985129202116,-1.16947460649,0.96470358015
kplr005437206-2011271113734_llc.fits,8.73772055664e-07,1.00003647804,0.0291539877653,4.72138708574e-06,0.00217279605567,0.00217287521809,0.0,0.0,0.0,1598.0,-0.671124036974,0.00166249275208,0.346017328655,-0.329083176075,0.123477682364,-0.12399733404,-0.995809170575,1.0,-0.000519651676121,0.04541303084,0.00755608314187,0.0228668343417,0.123736688931,8.85439423077,13.0,196.0,0.0,0.0,1.04140983994,0.0,2283.0,1152.0,189.0,189.0,0.457318783352,0.00183734182685,0.345432128663,49.0474106577,0.495622066109,0.00102526461706,0.162693530321,1.00010502338,0.0090532541275,0.00905292389456,0.0,0.176684835638,0.31596346018,0.46919686417,0.622396621917,0.814474613909,0.00650596618652,0.718632890991,-0.0612278461961,-0.0276305358743,0.0269057133372,0.0303216437985,0.335138043578,-0.400508087307,-0.836782212894,0.887343493512
kplr005471619-2011271113734_llc.fits,0.000249843605842,0.951156616211,-2.14011764526,0.014783394523,0.127830669284,0.121586985886,0.0,0.0,0.0,549.0,3.65324256642,0.0271645784378,6.34699087398,-6.33005282401,1.25822773141,-1.25561181252,-1.00208338187,1.0,0.00261591889144,0.0200965035858,3.2160992566,4.79593973004,1.25692212865,31.8189861537,0.0,181.0,0.0,0.0,1.00706713692,0.0,380.0,194.0,190.0,191.0,0.546471843427,0.0147611615816,0.217638655884,15.7607762315,0.491815678578,0.00810938235372,1.24244630337,0.601315438747,0.495929384232,0.521396135799,0.0,0.0548604501872,0.110733066162,0.194038385474,0.27825251651,0.640090450296,0.044899225235,0.0905355211096,0.83022378955,0.929949136802,0.501662756438,5.23996115583,-7.68798192708,5.82102922673,-1.32072553283,0.0957378769649
kplr005520878-2011271113734_llc.fits,-0.000230793992457,1.00400054455,0.0564817786217,0.0120087303221,0.109147705138,0.109584353864,0.0,0.0,0.0,2201.0,-1.5030588052,0.108631253242,5.59707740136,-3.76418715984,2.59901689668,-1.99644561755,-1.30182203504,0.0,0.602571279137,0.497860433414,1.79648673629,6.89489773012,2.25796698126,62.9867491582,0.0,467.0,0.0,0.0,1.58336012574,0.0,682.0,341.0,341.0,341.0,0.173017546013,0.0610929284446,0.229771628131,21.3865737667,0.27392947631,0.0127207962796,3.53320384026,1.00011861324,0.327928292751,0.326621628377,0.0,0.339018789311,0.548650089401,0.711818283908,0.837095834028,0.938864140133,0.197074055672,0.600966918768,0.825783627066,0.87603800611,5.15341485551,5.55289993156,-10.2737966183,11.0019416974,-0.93381667535,0.92805829729
kplr005774375-2011271113734_llc.fits,0.000313980097298,1.00330770016,-0.96281504631,0.0130956405774,0.1140589118,0.11443618685,0.0,0.0,0.0,1287.0,1.16802679319,0.0559691786766,3.44926604599,-4.15638877394,0.705146344273,-0.792709103562,-0.889539859079,1.0,-0.0875627592885,-0.717950192276,0.986186700687,1.54274498026,0.746048407959,13.2220035357,94.0,172.0,0.0,1.0,0.753862199397,0.0,231.0,192.0,119.0,119.0,-0.936788192041,0.198126840764,0.173232911012,13.6641276005,0.78790162732,0.0712815672159,8.40002632141,0.898263514042,0.500368690491,0.49871907732,0.0,0.0773034266021,0.188318629497,0.291282914595,0.413196181855,0.635172192536,0.179043769836,0.357823687291,0.908172259262,0.974742770051,0.418581539343,3.53660365037,-5.95988325723,15.7235695497,-0.37904136452,0.118356926793
kplr005785586-2011271113734_llc.fits,8.36909271515e-06,0.998317778111,-1.66757845879,0.000119019467093,0.010927987285,0.0109096039087,0.0,0.0,0.0,1002.0,3.11946008161,0.00536906719208,1.26465531251,-1.55644394315,0.199641770198,-0.327218810815,-0.610117033617,1.0,-0.127577040617,-0.873101936246,0.134763743877,0.196225092973,0.247914163945,14.7926758115,138.0,118.0,34.0,0.0,0.630871383238,0.0,819.0,601.0,199.0,233.0,0.466795937023,0.00169377624969,0.205917555885,9.69726010221,0.469146935005,0.00114674156066,0.16868506372,1.00053822994,0.0504484176636,0.0505334260991,0.0,0.071667204109,0.14677491045,0.262761349474,0.366282322797,0.541149196887,0.0177555084229,0.351953723133,0.185746837529,0.645596428902,0.5647694652,0.565148762754,0.252234074651,-0.269118201204,-0.937261298279,0.999328853607
kplr005792093-2011271113734_llc.fits,8.79149324156e-07,0.997574090958,-0.892972826958,0.000144294157508,0.0120414625853,0.0120122507215,0.0,0.0,0.0,1448.0,-0.0978674886252,0.00790226459503,0.554464474014,-0.55192340482,0.202666471556,-0.200862732586,-1.00897995834,0.0,0.00180373897034,0.0141200098923,0.0228824442713,0.0635887270719,0.201758508359,5.01895811778,0.0,260.0,6.0,0.0,1.00809753003,0.0,614.0,310.0,306.0,303.0,-0.572404567016,0.0024046357554,0.241297321351,13.5251252795,0.30616953804,0.000441735290224,0.115141741931,0.993879318237,0.0419516086578,0.0420536269317,0.0,0.181794881672,0.303820819987,0.390717733405,0.542474955036,0.861943803279,0.0122300386429,0.291527286656,0.855639734996,0.903044128137,0.432775302503,0.50588953907,-3.24747589273,1.88570171486,-1.72215778728,0.855473910962
kplr005809827-2011271113734_llc.fits,4.30707163345e-05,0.98364007473,-1.01729440689,0.00263272272423,0.0521634556353,0.0513100661337,0.0,0.0,0.0,1116.0,-0.195117297765,0.0273501873016,1.64446065925,-1.64483660808,0.546948451711,-0.546039233809,-1.0016651146,1.0,0.000909217902218,-0.00263321091081,0.244081078047,0.542734876581,0.546494866654,10.991982166,0.0,235.0,0.0,0.0,0.999445570457,0.0,301.0,153.0,151.0,152.0,0.404768280545,0.00341488972904,0.137548840725,9.41920526863,0.619142373045,0.00302708428353,0.304672896862,0.993594706059,0.175202560425,0.178116533604,0.0,0.130721552659,0.236138554356,0.405321737365,0.68086956327,0.900368141397,0.0500210523605,0.285504117287,0.872818803314,0.955225611579,0.397051233528,2.26913658592,-5.25924485273,5.37426908717,-0.978597232001,0.174978992446
kplr005823121-2011271113734_llc.fits,1.0342099894e-06,0.998085379601,-0.745993793011,4.67548052256e-05,0.00685086520389,0.00683774845675,0.0,0.0,0.0,1579.0,-0.739639781405,0.0042530298233,0.0726965307846,-0.0721427432149,0.0275179846105,-0.0272058592457,-1.01147272586,0.0,0.000312125364864,0.0538118548215,0.000370839686043,0.00111932467714,0.0273596020774,1.12007071842,13.0,180.0,1.0,2.0,1.03011884604,0.0,139.0,543.0,83.0,81.0,-0.024959337031,0.00136238705462,0.187856095206,14.2012964584,1.13881063129,0.00235902704298,0.0917810127139,1.00554466248,0.022870182991,0.0229140547076,0.0,0.135573322365,0.255634106561,0.507256684691,0.752931095058,0.912996906519,0.00769412517548,0.336426043399,0.621459506396,0.993615584246,0.0243546786239,0.0232057964236,-0.296230988428,0.337002100576,-0.879018225471,1.04950841502
kplr006070714-2011271113734_llc.fits,0.000786097082192,1.0407627821,0.358475834131,0.0395906046033,0.191180810332,0.198973879218,0.0,0.0,0.0,1756.0,-1.02373762287,0.157035946846,11.8851085702,-2.79477029303,6.12414580874,-1.53218672623,-3.99699703953,0.0,4.59195908252,2.04438644988,6.15089559061,12.1764877667,2.4547154428,57.6391399144,0.0,1425.0,0.0,1.0,6.0224664133,0.0,346.0,174.0,174.0,173.0,0.611892906193,0.0166615093615,0.114765137695,5.32611189966,0.53978285115,0.0259874667972,3.22202396393,0.997093379498,0.697762012482,0.670433286513,0.0,0.206862542596,0.362355404372,0.52061838187,0.690907043409,0.882151085996,0.462541818619,0.662893379612,0.766216150248,0.933523910608,7.69793496607,7.84114133201,-12.1692725903,-12.939159773,0.940499445382,0.981736540654
kplr006100702-2011271113734_llc.fits,-0.000119245568808,1.03930807114,0.486718565226,0.0284566171467,0.162310764194,0.168690890074,0.0,0.0,0.0,1649.0,-0.938414056596,0.121697127819,10.7015290175,-3.04725687135,5.63277657747,-1.45041081703,-3.88357319962,0.0,4.18236576044,1.9066286596,5.3350535095,10.668783435,2.30949135161,57.0690807743,0.0,647.0,0.0,1.0,4.46484789194,0.0,377.0,189.0,188.0,188.0,0.297439939029,0.0116692723228,0.204227462183,7.91840388924,0.498051194232,0.0145109631121,1.11174857616,1.00121235847,0.570657038689,0.549073998881,0.0,0.209476331488,0.348879188263,0.490297304237,0.657858466123,0.873964912435,0.395097255707,0.692355002954,0.763258341656,0.918764639183,7.03278939366,7.0811938515,-5.64470692346,-19.5990111146,0.288009782251,0.993164364815
kplr006283224-2011271113734_llc.fits,-1.10100062001e-06,0.978002607822,-1.96970689297,0.00314349681139,0.0573279634118,0.0560668967664,0.0,0.0,0.0,654.0,2.93548831553,0.0125374794006,5.42718082354,-5.37488263873,0.96134322982,-1.0157429046,-0.946443460709,1.0,-0.0543996747792,-0.00751175773902,2.49782715674,3.47397066946,0.987999950857,49.7336384246,9.0,99.0,0.0,0.0,0.979239934079,0.0,480.0,378.0,179.0,240.0,0.23247301821,0.0160654404215,0.410201520647,63.7253721436,0.523123520499,0.00699527049437,1.06050658226,1.08247637749,0.237632620335,0.242977491506,0.0,0.047117478709,0.102652193905,0.164137404793,0.396665928122,0.784132102243,0.0369642972946,0.155552285888,0.459622100786,0.763723381593,0.382724870195,3.30191790561,-14.957840775,1.91951528051,-7.79250935215,0.115909868487
kplr006302051-2011271113734_llc.fits,3.93522208945e-05,0.991718649864,-0.519343912601,0.00351854832843,0.0598126836121,0.0593173541129,0.0,0.0,0.0,1616.0,-0.749182898015,0.049028813839,2.0717233485,-2.09013523472,0.999166191288,-1.00096687899,-0.998201051665,1.0,-0.00180068770035,-0.012842488109,0.280764513461,1.28088947198,1.00006410178,19.1015878982,0.0,331.0,0.0,0.0,0.987706078073,0.0,549.0,278.0,275.0,275.0,0.0628536647703,0.00523332294265,0.250661221719,15.1091818857,0.340214276188,0.00144212867599,0.300073206425,1.02521264553,0.204711472988,0.206420916876,0.0,0.204494204524,0.366312082221,0.514667108581,0.621590519084,0.846639181261,0.0725939273834,0.354615822571,0.896779305182,0.922225738627,1.98405182625,2.48654662502,-23.0522268141,14.7385142756,-1.56408077388,0.797914588164
kplr006353203-2011271113734_llc.fits,8.37545913776e-06,0.997705936432,-1.29201900959,4.28509665653e-05,0.00656111631542,0.00654606474563,0.0,0.0,0.0,991.0,0.626292994798,0.00259459018707,0.581157858214,-0.586353236888,0.15865385349,-0.170184436289,-0.932246549389,1.0,-0.011530582799,-0.0957928454491,0.0305347145008,0.0575009395793,0.164213983619,8.10264778175,0.0,152.0,0.0,0.0,0.936315095824,0.0,721.0,363.0,242.0,357.0,0.288316916684,0.00336805111911,0.408681481965,83.8624064072,0.387135210999,0.00123416387942,0.213687732816,0.998996376991,0.0253152608871,0.0253734692385,0.0,0.0944774550422,0.178739551068,0.291971397894,0.550439318901,0.854263051678,0.014043211937,0.554733052112,0.328422820569,0.712912545963,0.25219039537,0.352675627035,-0.551570804272,0.110971662037,-4.97037526652,0.715077470734
kplr006432059-2011271113734_llc.fits,-1.68123062174e-05,0.998241901398,-0.880128204823,3.0205153962e-05,0.00550560094416,0.00549592170864,0.0,0.0,0.0,1293.0,-0.104990128434,0.00334531068802,0.345417997959,-0.263673024064,0.0638904921916,-0.0514710820975,-1.24128908094,0.0,0.0124194100941,1.07351565418,0.00444240427638,0.00769469229283,0.0570290478311,2.78074635363,86.0,123.0,15.0,3.0,1.51275482924,0.0,239.0,571.0,121.0,120.0,0.351199060698,0.000905085018193,0.168564798481,10.2568053168,0.775623398411,0.00119769619778,0.0926081463695,0.999914586544,0.0213025689125,0.0213400868894,0.0,0.188962956713,0.336310522319,0.466988439794,0.628630157793,0.747852501899,0.0106587409973,0.500350030134,0.408528332055,0.945034900118,0.0382131445524,0.210133302201,-0.38145181139,0.841808584095,-0.453133667912,0.181851920434
kplr006606653-2011271113734_llc.fits,-5.15800219375e-06,0.998889327049,-1.71448910236,2.80669173662e-05,0.00530371256173,0.00529782194644,0.0,0.0,0.0,582.0,2.61176190562,0.00264430046082,0.191247303213,-0.184442276601,0.0245015251979,-0.0249193875672,-0.983231435033,1.0,-0.000417862369361,0.0363922447117,0.00391871532046,0.00452935017712,0.0247122102182,1.48859662839,44.0,44.0,55.0,54.0,0.986536319414,0.0,147.0,691.0,70.0,70.0,0.202886932967,0.000376209174024,0.0623298795782,3.47309898827,1.34565851623,0.000535912811756,0.0288792420179,1.01081824303,0.0213346004486,0.0213583225597,0.0,0.113235039232,0.19334502522,0.260605686722,0.360628306703,0.466479831496,0.00510907173157,0.239473513642,0.30116708845,0.965708084561,0.011723239108,0.0754608271979,-0.152316010513,1.37978297409,-0.110391281363,0.1553552955
kplr006668729-2011271113734_llc.fits,-2.566045068e-06,1.00000202656,0.0116517674178,6.607587693e-06,0.00257051782683,0.0025705229491,0.0,0.0,0.0,1492.0,-0.269596527395,0.0017786026001,0.422488907231,-0.434586015069,0.157305550074,-0.159473216646,-0.986407331474,1.0,-0.00216766657262,-0.00866369392283,0.0128433326549,0.0379277055308,0.158380595522,13.9084506752,12.0,180.0,0.0,0.0,0.995239673,0.0,2523.0,1610.0,232.0,221.0,-0.0656718018916,0.00349486329496,0.417988698335,69.3666008969,0.401504115956,0.00105288729537,0.19427742064,0.999962508678,0.0116562128067,0.0116561891848,0.0,0.161039472389,0.285694598737,0.419149803833,0.586934878292,0.789279034776,0.00768375396729,0.659198154212,-0.586329262105,-0.207568532121,0.0535513987881,0.0523567678617,-0.241851766438,0.362612838645,-0.666969673059,1.02281712518
kplr006669809-2011271113734_llc.fits,1.54435268789e-05,0.97906011343,-1.29516160488,0.00442392099649,0.0679351165891,0.0665125623345,0.0,0.0,0.0,901.0,0.957717987465,0.0352286100388,3.4913814611,-3.44971754485,0.992569098962,-1.02143298069,-0.971741776237,1.0,-0.0288638817268,0.0245742735953,0.818186567722,1.83186810093,1.00681901535,26.0087206761,0.0,230.0,0.0,0.0,1.00936929579,0.0,501.0,255.0,251.0,251.0,-0.933518957987,0.0326794813607,0.175814702057,10.0502022317,0.372788091424,0.0059630824253,1.44768452644,1.16175866127,0.257593607903,0.263102953914,0.0,0.115014657513,0.234649903249,0.364679810811,0.472325135826,0.720752148519,0.0524846315384,0.203749743504,0.805392758289,0.909197838302,1.19147115985,2.98570544396,-27.4859368446,10.3727826112,-2.64981325406,0.399058508019
kplr006692340-2011271113734_llc.fits,-1.2697950085e-05,1.00021100044,0.120457604527,4.33479435742e-05,0.00658252649009,0.00658391555771,0.0,0.0,0.0,1638.0,-0.7494045859,0.00402724742889,0.194849906381,-0.148917956412,0.0926433635951,-0.0857937073909,-1.0798386783,0.0,0.00684965620428,0.351413345686,0.00296842427191,0.0109070799767,0.0890997464102,1.74337295057,4.0,177.0,3.0,5.0,1.33514320625,0.0,547.0,279.0,249.0,269.0,-0.738209807001,0.0237565176847,0.357161018983,47.3238488821,0.376539279755,0.00448635453358,1.08897817135,0.998091638088,0.0244391322136,0.0244339766337,0.0,0.159225941986,0.258029033909,0.365916130249,0.63459182849,0.882725093593,0.0173565149307,0.710193585395,0.860596380226,0.945271536793,0.192082865825,0.192063020178,-1.60435209821,1.54988159556,-1.0351449445,1.00010332883
kplr006763132-2011271113734_llc.fits,3.45453154852e-05,1.10586857796,0.919221818447,0.0679989531636,0.235802054405,0.260766088963,0.0,0.0,0.0,1204.0,-0.34228084574,0.118547797203,17.0401542805,-5.6608279827,7.20155559526,-1.99439922054,-3.61088969604,0.0,5.20715637472,2.18980288612,15.7849160679,25.5941179697,3.13199869881,83.664241933,0.0,350.0,0.0,2.0,4.56431692554,0.0,314.0,315.0,157.0,158.0,0.0546461344479,0.0279072108133,0.114108559001,4.14134191228,0.595323115233,0.0122196581215,1.16066396236,1.00136744976,0.916485619545,0.828747319359,0.0,0.201464964748,0.314835104853,0.441736053507,0.575951899018,0.808761775447,0.729332685471,0.795792830697,0.733446979026,0.918259411657,11.1277434426,11.3092010477,-3.97981496189,-39.2114888587,0.101496145077,0.983954869638
